Value
0.053297665
0.05191201
0.048130684
0.043133628
0.04595055
0.04560828
0.04614082
0.054343637
0.054753285
0.05616363
0.058115028
0.0525536
0.063666075
0.065273896
0.06366059
0.06608248
0.05718806
0.059127565
0.061662033
0.059777025
0.057831615
0.05621732
0.055331215
0.05524831
0.06402685
0.06396595
0.063519344
0.06796889
0.06203618
0.063413404
0.06976193
0.06817524
0.07161249
0.072465256
0.06978972
0.07542178
0.074141786
0.07529465
0.07352813
0.06810355
0.06705562
0.063043624
0.0647659
0.062971085
0.06325401
0.06684499
0.07279667
0.07795544
0.083710305
0.083264604
0.07924521
0.07539866
0.0673751
0.06569892
0.06528757
0.065572485
0.06491107
0.0683777
0.068561085
0.071875885
0.07192764
0.069912635
0.06973077
0.06648575
0.0631158
0.06464073
0.06688216
0.06367946
0.064389095
0.068759
0.069102
0.07067922
0.071040705
0.07389644
0.07624595
0.07642513
0.076366305
0.08482345
0.08368037
0.08395151
0.08414987
0.071172364
0.072774485
0.07566779
0.080636516
0.081664294
0.08508888
0.08514151
0.08678505
0.086288005
0.0839111
0.081109926
0.074955456
0.078258805
0.07376103
0.076353386
0.0763644
0.0730305
0.07512687
0.07524106
0.08181069
0.08256859
0.08175031
0.08122471
0.075478524
0.07571912
0.08110532
0.083088085
0.08511224
0.082684636
0.07864189
0.07568942
0.07009907
0.07386009
0.075369634
0.07974699
0.08046715
0.080205925
0.08834365
0.08732013
0.09223341
0.09915651
0.09397663
0.093793176
0.08866069
0.0770096
0.081542164
0.078507766
0.08192441
0.08187928
0.08426599
0.09446875
0.100968875
0.10377528
0.10243558
0.09737632
0.08637144
0.0908387
0.089027554
0.11158126
0.117997706
0.1163815
0.11713328
0.09701528
0.08605964
0.09830232
0.09685401
0.097817786
0.09383749
0.0817101
0.08509211
0.08784958
0.10041655
0.10714606
0.1049986
0.10127001
0.095333956
0.085162066
0.086687975
0.08547468
0.08818151
0.096046634
0.0997715
0.098963246
0.09302889
0.08413935
0.07634757
0.07462555
0.07421195
0.0716395
0.07432934
0.07424272
0.07145724
0.076478496
0.07267499
0.076071344
0.087468445
0.08816226
0.09728052
0.09957897
0.09896726
0.101236194
0.09745259
0.09985259
0.10162613
0.09840867
0.100552134
0.103094876
0.10347348
0.11903567
0.122888476
0.1169007
0.11140033
0.0982933
0.07865852
0.07611556
0.07326258
0.07051403
0.07945576
0.09153651
0.09573895
0.09846274
0.09912385
0.089277744
0.08577704
0.081416905
0.07112901
0.07100684
0.07433708
0.06980233
0.07342456
0.072775096
0.07321025
0.074286744
0.07542831
0.07518001
0.07689512
0.07768062
0.07660675
0.07736799
0.07335279
0.07365974
0.07476625
0.074463636
0.07630228
0.07364628
0.07085234
0.0732249
0.07187769
0.070795015
0.073396556
0.0688764
0.06844966
0.07210617
0.07210232
0.07548192
0.07509717
0.07425693
0.0750902
0.07455281
0.07334769
0.07400112
0.07218648
0.07020935
0.06997577
0.063603826
0.063507035
0.06176481
0.06669242
0.06982618
0.0741479
0.07973143
0.079347715
0.07781562
0.07687442
0.07317747
0.07543555
0.08183873
0.08462185
0.08649597
0.08585862
0.07960352
0.07690096
0.080390766
0.08292268
0.08801398
0.088836096
0.08933541
0.090650484
0.08853814
0.08605
0.08262146
0.080503374
0.07526656
0.07410694
0.07666239
0.07558921
0.07900363
0.08160283
0.087742954
0.09526522
0.09554998
0.093869135
0.08749154
0.078116484
0.07656986
0.08324518
0.08725612
0.089799196
0.09015299
0.08456843
0.082026154
0.07949558
0.077018455
0.078456104
0.078964055
