Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp_C,Label
11:38:57,0.29,-0.74,11.3,-5.09,3.82,-1.19,38.93,NON_CRASH
11:38:57,0.45,-0.52,11.08,-5.59,3.44,-1.24,38.84,NON_CRASH
11:38:57,0.5,-0.51,10.29,-5.24,1.24,-1.05,38.98,NON_CRASH
11:38:57,0.37,-0.65,10.68,-4.93,0.18,-1.45,38.88,NON_CRASH
11:38:57,0.14,-0.73,10.24,-4.39,3.61,-1.16,38.88,NON_CRASH
11:38:57,0.5,-0.5,10.69,-5.15,2.15,-1.11,38.79,NON_CRASH
11:38:57,0.58,-0.36,10.99,-4.62,2.98,-1.24,38.88,NON_CRASH
11:38:57,0.37,-0.58,10.47,-4.74,3.12,-1.15,38.98,NON_CRASH
11:38:57,0.32,-0.53,10.89,-5.3,1.99,-0.99,38.93,NON_CRASH
11:38:57,0.3,-0.49,10.99,-5.68,2.21,-1.12,38.93,NON_CRASH
11:38:57,0.25,-0.52,10.44,-5.05,2.29,-1.1,38.84,NON_CRASH
11:38:57,0.16,-0.62,11.05,-5.37,2.35,-1.15,38.88,NON_CRASH
11:38:57,0.43,-0.32,10.95,-7.23,3.53,-1.21,38.88,NON_CRASH
11:38:57,0.41,-0.65,10.28,-4.04,0.18,-1.21,38.98,NON_CRASH
11:38:57,0.01,-0.79,10.71,-5.06,3.83,-0.99,38.93,NON_CRASH
11:38:57,0.22,-0.68,10.97,-5.55,1.95,-1.07,38.93,NON_CRASH
11:38:57,0.12,-0.62,10.84,-5.18,1.92,-0.85,38.88,NON_CRASH
11:38:57,0.23,-0.71,10.22,-5.2,2.1,-1.1,38.88,NON_CRASH
11:38:57,0,-0.9,10.36,-5.44,0.34,-1.12,38.88,NON_CRASH
11:38:57,0.25,-0.82,9.82,-4.66,2.79,-1.04,38.98,NON_CRASH
11:38:57,0.31,-0.56,10.97,-7.07,2.22,-1.27,38.84,NON_CRASH
11:38:57,0.33,-0.67,10.39,-5.35,3.73,-1.15,38.93,NON_CRASH
11:38:57,0.34,-0.55,10.07,-4.01,0.64,-1.16,38.88,NON_CRASH
11:38:57,-0.12,-0.8,10.21,-5.54,2.51,-1.25,38.84,NON_CRASH
11:38:57,0.07,-0.89,10.17,-5.32,0.5,-1.08,38.88,NON_CRASH
11:38:57,0.1,-0.73,10.55,-5.82,2.21,-1.15,38.88,NON_CRASH
11:38:57,0.12,-0.85,10.88,-4,2.76,-1.27,38.93,NON_CRASH
11:38:57,0.24,-0.64,10.71,-5.21,2.21,-1.4,38.93,NON_CRASH
11:38:57,-0.41,-1.31,10.3,-5.44,2.64,-1.18,38.93,NON_CRASH
11:38:57,0.3,-0.71,10.95,-6.4,4.11,-1.08,38.98,NON_CRASH
11:38:57,0.48,-0.45,9.78,-5.17,1.43,-1.31,38.88,NON_CRASH
11:38:57,0.06,-0.77,10.22,-5.23,0.01,-1.26,38.98,NON_CRASH
11:38:57,0.05,-0.77,10.26,-5.03,0.22,-1.02,38.88,NON_CRASH
11:38:57,0.12,-0.86,9.81,-5.69,3.19,-1.23,38.84,NON_CRASH
11:38:57,0.04,-0.84,10.39,-7.31,2.99,-1.14,38.93,NON_CRASH
11:38:57,0.24,-0.64,10.63,-4.31,2.65,-1.16,38.88,NON_CRASH
11:38:57,0.25,-0.57,10.76,-4.18,3.44,-1.03,38.93,NON_CRASH
11:38:57,0.2,-0.77,9.8,-5.79,1.31,-1.24,38.88,NON_CRASH
11:38:57,0.07,-0.74,10.47,-3.92,3.05,-1.21,38.88,NON_CRASH
11:38:57,0.39,-0.37,9.99,-5.44,2.34,-1.26,38.84,NON_CRASH
11:38:57,0.14,-0.8,10.42,-5.29,0.34,-1.2,38.93,NON_CRASH
11:38:58,0.04,-0.74,10.43,-5.32,0.69,-1.25,39.02,NON_CRASH
11:38:58,-0.23,-0.93,11.11,-5.44,2.32,-1.26,38.93,NON_CRASH
11:38:58,0.18,-0.72,10.48,-5.67,2.62,-1.17,38.88,NON_CRASH
11:38:58,0.62,-0.27,10.97,-5.17,3.37,-0.95,38.98,NON_CRASH
11:38:58,0.34,-0.85,9.68,-5.36,0.09,-1.18,38.98,NON_CRASH
11:38:58,0.21,-0.64,10.26,-5.22,1.08,-1.23,38.88,NON_CRASH
11:38:58,0.03,-0.7,10.5,-5.11,2.6,-1.15,38.93,NON_CRASH
11:38:58,0.2,-0.57,10.28,-5.51,2.62,-1.2,38.84,NON_CRASH
11:38:58,0.18,-0.61,11.19,-4.85,2.7,-1.18,38.88,NON_CRASH
11:38:58,0.22,-0.57,11.35,-4.57,0.93,-1.02,38.93,NON_CRASH
11:38:58,0.48,-0.35,11.1,-7.55,1.71,-1.24,38.88,NON_CRASH
11:38:58,0.14,-0.7,10.47,-4.04,0.44,-1.17,38.88,NON_CRASH
11:38:58,0.03,-0.84,10.57,-5.18,2.91,-1.1,38.93,NON_CRASH
11:38:58,0.12,-0.65,11.31,-5.21,2.44,-1.31,38.88,NON_CRASH
